,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Symbol,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,Day,Month,Year,stploss,trgt,profit,cumsum,cumprod
340,340,340,340,340,340,340,340,340,340,340,340,2023-12-28,IDEA,13.5,13.6,13.1,13.25,0.741,-2.963,-1.852,2.963,0.741,0.741,28,12,2023,0.01,22,-0.02,138.74599999999987,3.8796455752166463
341,341,341,341,341,341,341,341,341,341,341,341,2023-12-29,IDEA,13.45,16.25,13.3,16.0,20.818,-1.115,18.959,20.818,1.115,1.115,29,12,2023,0.01,22,-0.02,138.72599999999986,3.8788696461016032
342,342,342,342,342,342,342,342,342,342,342,342,2024-01-01,IDEA,16.2,18.4,15.55,17.0,13.58,-4.012,4.938,13.58,4.012,4.012,1,1,2024,0.01,22,-0.02,138.70599999999985,3.878093872172383
343,343,343,343,343,343,343,343,343,343,343,343,2024-01-02,IDEA,17.1,17.8,15.95,16.05,4.094,-6.725,-6.14,6.725,4.094,4.094,2,1,2024,0.01,22,-0.02,138.68599999999984,3.8773182533979487
344,344,344,344,344,344,344,344,344,344,344,344,2024-01-03,IDEA,15.9,16.45,15.6,15.85,3.459,-1.887,-0.314,3.459,1.887,1.887,3,1,2024,0.01,22,-0.02,138.66599999999983,3.876542789747269
345,345,345,345,345,345,345,345,345,345,345,345,2024-01-04,IDEA,15.9,17.2,15.7,16.8,8.176,-1.258,5.66,8.176,1.258,1.258,4,1,2024,0.01,22,-0.02,138.64599999999982,3.8757674811893197
346,346,346,346,346,346,346,346,346,346,346,346,2024-01-05,IDEA,17.1,17.65,16.75,17.1,3.216,-2.047,0.0,3.216,2.047,2.047,5,1,2024,0.01,22,-0.02,138.6259999999998,3.8749923276930818
347,347,347,347,347,347,347,347,347,347,347,347,2024-01-08,IDEA,17.2,17.65,17.05,17.15,2.616,-0.872,-0.291,2.616,0.872,0.872,8,1,2024,0.01,22,-0.02,138.6059999999998,3.8742173292275432
348,348,348,348,348,348,348,348,348,348,348,348,2024-01-09,IDEA,17.2,17.5,15.95,16.2,1.744,-7.267,-5.814,7.267,1.744,1.744,9,1,2024,0.01,22,-0.02,138.58599999999979,3.873442485761698
349,349,349,349,349,349,349,349,349,349,349,349,2024-01-10,IDEA,16.3,16.45,15.85,16.15,0.92,-2.761,-0.92,2.761,0.92,0.92,10,1,2024,0.01,22,-0.02,138.56599999999978,3.8726677972645454
350,350,350,350,350,350,350,350,350,350,350,350,2024-01-11,IDEA,16.2,16.35,15.9,16.05,0.926,-1.852,-0.926,1.852,0.926,0.926,11,1,2024,0.01,22,-0.02,138.54599999999976,3.8718932637050925
351,351,351,351,351,351,351,351,351,351,351,351,2024-01-12,IDEA,16.15,16.2,15.8,15.85,0.31,-2.167,-1.858,2.167,0.31,0.31,12,1,2024,0.01,22,-0.02,138.52599999999975,3.8711188850523515
352,352,352,352,352,352,352,352,352,352,352,352,2024-01-15,IDEA,15.9,16.7,15.8,16.5,5.031,-0.629,3.774,5.031,0.629,0.629,15,1,2024,0.01,22,-0.02,138.50599999999974,3.870344661275341
353,353,353,353,353,353,353,353,353,353,353,353,2024-01-16,IDEA,16.5,16.55,15.5,15.75,0.303,-6.061,-4.545,6.061,0.303,0.303,16,1,2024,0.01,22,-0.02,138.48599999999973,3.869570592343086
354,354,354,354,354,354,354,354,354,354,354,354,2024-01-17,IDEA,15.5,15.75,15.0,15.1,1.613,-3.226,-2.581,3.226,1.613,1.613,17,1,2024,0.01,22,-0.02,138.46599999999972,3.8687966782246175
355,355,355,355,355,355,355,355,355,355,355,355,2024-01-18,IDEA,15.15,15.4,14.6,15.1,1.65,-3.63,-0.33,3.63,1.65,1.65,18,1,2024,0.01,22,-0.02,138.4459999999997,3.8680229188889728
356,356,356,356,356,356,356,356,356,356,356,356,2024-01-19,IDEA,15.2,15.45,15.0,15.1,1.645,-1.316,-0.658,1.645,1.316,1.316,19,1,2024,0.01,22,-0.02,138.4259999999997,3.867249314305195
357,357,357,357,357,357,357,357,357,357,357,357,2024-01-20,IDEA,15.1,15.25,14.85,15.0,0.993,-1.656,-0.662,1.656,0.993,0.993,20,1,2024,0.01,22,-0.02,138.4059999999997,3.866475864442334
358,358,358,358,358,358,358,358,358,358,358,358,2024-01-23,IDEA,15.1,15.25,14.3,14.4,0.993,-5.298,-4.636,5.298,0.993,0.993,23,1,2024,0.01,22,-0.02,138.38599999999968,3.8657025692694456
359,359,359,359,359,359,359,359,359,359,359,359,2024-01-24,IDEA,14.4,15.0,14.25,14.9,4.167,-1.042,3.472,4.167,1.042,1.042,24,1,2024,0.01,22,-0.02,138.36599999999967,3.8649294287555915
360,360,360,360,360,360,360,360,360,360,360,360,2024-01-25,IDEA,14.9,15.1,14.35,14.6,1.342,-3.691,-2.013,3.691,1.342,1.342,25,1,2024,0.01,22,-0.02,138.34599999999966,3.8641564428698403
361,361,361,361,361,361,361,361,361,361,361,361,2024-01-29,IDEA,14.7,15.2,14.6,14.7,3.401,-0.68,0.0,3.401,0.68,0.68,29,1,2024,0.01,22,-0.02,138.32599999999965,3.8633836115812663
362,362,362,362,362,362,362,362,362,362,362,362,2024-01-30,IDEA,14.75,14.9,14.3,14.5,1.017,-3.051,-1.695,3.051,1.017,1.017,30,1,2024,0.01,22,-0.02,138.30599999999964,3.8626109348589504
363,363,363,363,363,363,363,363,363,363,363,363,2024-01-31,IDEA,14.5,14.55,14.2,14.35,0.345,-2.069,-1.034,2.069,0.345,0.345,31,1,2024,0.01,22,-0.02,138.28599999999963,3.8618384126719785
364,364,364,364,364,364,364,364,364,364,364,364,2024-02-01,IDEA,14.4,14.5,13.95,14.15,0.694,-3.125,-1.736,3.125,0.694,0.694,1,2,2024,0.01,22,-0.02,138.26599999999962,3.8610660449894443
365,365,365,365,365,365,365,365,365,365,365,365,2024-02-02,IDEA,14.3,14.7,14.0,14.05,2.797,-2.098,-1.748,2.797,2.098,2.098,2,2,2024,0.01,22,-0.02,138.2459999999996,3.8602938317804463
366,366,366,366,366,366,366,366,366,366,366,366,2024-02-05,IDEA,14.1,14.2,13.65,13.75,0.709,-3.191,-2.482,3.191,0.709,0.709,5,2,2024,0.01,22,-0.02,138.2259999999996,3.85952177301409
367,367,367,367,367,367,367,367,367,367,367,367,2024-02-06,IDEA,13.75,14.45,13.6,14.25,5.091,-1.091,3.636,5.091,1.091,1.091,6,2,2024,0.01,22,-0.02,138.2059999999996,3.8587498686594874
368,368,368,368,368,368,368,368,368,368,368,368,2024-02-07,IDEA,14.5,15.45,14.25,15.0,6.552,-1.724,3.448,6.552,1.724,1.724,7,2,2024,0.01,22,-0.02,138.18599999999958,3.8579781186857556
369,369,369,369,369,369,369,369,369,369,369,369,2024-02-08,IDEA,15.15,15.15,14.65,14.8,0.0,-3.3,-2.31,3.3,0.0,0.0,8,2,2024,0.01,22,2.3000000000000003,140.4859999999996,3.9467116154155275
370,370,370,370,370,370,370,370,370,370,370,370,2024-02-09,IDEA,14.9,15.65,14.4,15.5,5.034,-3.356,4.027,5.034,3.356,3.356,9,2,2024,0.01,22,-0.02,140.46599999999958,3.9459222730924446
371,371,371,371,371,371,371,371,371,371,371,371,2024-02-12,IDEA,15.65,15.7,14.3,14.45,0.319,-8.626,-7.668,8.626,0.319,0.319,12,2,2024,0.01,22,-0.02,140.44599999999957,3.945133088637826
372,372,372,372,372,372,372,372,372,372,372,372,2024-02-13,IDEA,14.55,14.9,14.1,14.7,2.405,-3.093,1.031,3.093,2.405,2.405,13,2,2024,0.01,22,-0.02,140.42599999999956,3.944344062020099
373,373,373,373,373,373,373,373,373,373,373,373,2024-02-14,IDEA,14.5,15.75,14.4,15.55,8.621,-0.69,7.241,8.621,0.69,0.69,14,2,2024,0.01,22,-0.02,140.40599999999955,3.943555193207695
374,374,374,374,374,374,374,374,374,374,374,374,2024-02-15,IDEA,15.65,16.3,15.55,15.95,4.153,-0.639,1.917,4.153,0.639,0.639,15,2,2024,0.01,22,-0.02,140.38599999999954,3.942766482169054
375,375,375,375,375,375,375,375,375,375,375,375,2024-02-16,IDEA,16.0,16.6,15.8,15.9,3.75,-1.25,-0.625,3.75,1.25,1.25,16,2,2024,0.01,22,-0.02,140.36599999999953,3.94197792887262
376,376,376,376,376,376,376,376,376,376,376,376,2024-02-19,IDEA,15.95,16.35,15.85,16.0,2.508,-0.627,0.313,2.508,0.627,0.627,19,2,2024,0.01,22,-0.02,140.34599999999952,3.941189533286846
377,377,377,377,377,377,377,377,377,377,377,377,2024-02-20,IDEA,16.05,16.45,15.85,15.95,2.492,-1.246,-0.623,2.492,1.246,1.246,20,2,2024,0.01,22,-0.02,140.3259999999995,3.9404012953801884
378,378,378,378,378,378,378,378,378,378,378,378,2024-02-21,IDEA,16.15,16.3,15.2,15.35,0.929,-5.882,-4.954,5.882,0.929,0.929,21,2,2024,0.01,22,-0.02,140.3059999999995,3.9396132151211125
379,379,379,379,379,379,379,379,379,379,379,379,2024-02-22,IDEA,15.5,16.4,15.05,16.3,5.806,-2.903,5.161,5.806,2.903,2.903,22,2,2024,0.01,22,-0.02,140.2859999999995,3.9388252924780884
380,380,380,380,380,380,380,380,380,380,380,380,2024-02-23,IDEA,16.7,18.4,16.7,17.55,10.18,0.0,5.09,10.18,0.0,0.0,23,2,2024,0.01,22,5.08,145.3659999999995,4.138917617335975
381,381,381,381,381,381,381,381,381,381,381,381,2024-02-26,IDEA,17.75,18.1,16.75,16.85,1.972,-5.634,-5.07,5.634,1.972,1.972,26,2,2024,0.01,22,-0.02,145.3459999999995,4.138089833812509
382,382,382,382,382,382,382,382,382,382,382,382,2024-02-27,IDEA,17.05,17.15,15.65,15.85,0.587,-8.211,-7.038,8.211,0.587,0.587,27,2,2024,0.01,22,-0.02,145.32599999999948,4.137262215845746
383,383,383,383,383,383,383,383,383,383,383,383,2024-02-28,IDEA,15.5,16.05,13.5,13.65,3.548,-12.903,-11.935,12.903,3.548,3.548,28,2,2024,0.01,22,-0.02,145.30599999999947,4.136434763402577
384,384,384,384,384,384,384,384,384,384,384,384,2024-02-29,IDEA,13.65,14.05,13.4,13.65,2.93,-1.832,0.0,2.93,1.832,1.832,29,2,2024,0.01,22,-0.02,145.28599999999946,4.135607476449897
385,385,385,385,385,385,385,385,385,385,385,385,2024-03-01,IDEA,13.9,14.65,13.6,14.2,5.396,-2.158,2.158,5.396,2.158,2.158,1,3,2024,0.01,22,-0.02,145.26599999999945,4.134780354954607
386,386,386,386,386,386,386,386,386,386,386,386,2024-03-02,IDEA,14.4,14.65,14.3,14.55,1.736,-0.694,1.042,1.736,0.694,0.694,2,3,2024,0.01,22,-0.02,145.24599999999944,4.133953398883616
387,387,387,387,387,387,387,387,387,387,387,387,2024-03-04,IDEA,14.6,14.7,14.1,14.2,0.685,-3.425,-2.74,3.425,0.685,0.685,4,3,2024,0.01,22,-0.02,145.22599999999943,4.133126608203839
388,388,388,388,388,388,388,388,388,388,388,388,2024-03-05,IDEA,14.25,14.75,14.2,14.35,3.509,-0.351,0.702,3.509,0.351,0.351,5,3,2024,0.01,22,-0.02,145.20599999999942,4.1322999828821985
389,389,389,389,389,389,389,389,389,389,389,389,2024-03-06,IDEA,14.35,14.4,13.8,14.1,0.348,-3.833,-1.742,3.833,0.348,0.348,6,3,2024,0.01,22,-0.02,145.1859999999994,4.1314735228856225
390,390,390,390,390,390,390,390,390,390,390,390,2024-03-07,IDEA,14.15,14.45,14.1,14.25,2.12,-0.353,0.707,2.12,0.353,0.353,7,3,2024,0.01,22,-0.02,145.1659999999994,4.130647228181045
391,391,391,391,391,391,391,391,391,391,391,391,2024-03-11,IDEA,14.3,14.35,13.65,13.75,0.35,-4.545,-3.846,4.545,0.35,0.35,11,3,2024,0.01,22,-0.02,145.1459999999994,4.129821098735409
392,392,392,392,392,392,392,392,392,392,392,392,2024-03-12,IDEA,13.8,13.9,13.45,13.7,0.725,-2.536,-0.725,2.536,0.725,0.725,12,3,2024,0.01,22,-0.02,145.12599999999938,4.128995134515662
393,393,393,393,393,393,393,393,393,393,393,393,2024-03-13,IDEA,13.7,13.85,11.75,12.4,1.095,-14.234,-9.489,14.234,1.095,1.095,13,3,2024,0.01,22,-0.02,145.10599999999937,4.128169335488759
394,394,394,394,394,394,394,394,394,394,394,394,2024-03-14,IDEA,12.4,13.25,12.25,13.1,6.855,-1.21,5.645,6.855,1.21,1.21,14,3,2024,0.01,22,-0.02,145.08599999999936,4.127343701621662
395,395,395,395,395,395,395,395,395,395,395,395,2024-03-15,IDEA,13.15,13.3,12.75,13.15,1.141,-3.042,0.0,3.042,1.141,1.141,15,3,2024,0.01,22,-0.02,145.06599999999935,4.126518232881337
396,396,396,396,396,396,396,396,396,396,396,396,2024-03-18,IDEA,13.25,13.35,13.0,13.15,0.755,-1.887,-0.755,1.887,0.755,0.755,18,3,2024,0.01,22,-0.02,145.04599999999934,4.125692929234761
397,397,397,397,397,397,397,397,397,397,397,397,2024-03-19,IDEA,13.1,13.35,12.75,12.85,1.908,-2.672,-1.908,2.672,1.908,1.908,19,3,2024,0.01,22,-0.02,145.02599999999933,4.124867790648914
398,398,398,398,398,398,398,398,398,398,398,398,2024-03-20,IDEA,12.8,12.9,12.4,12.75,0.781,-3.125,-0.391,3.125,0.781,0.781,20,3,2024,0.01,22,-0.02,145.00599999999932,4.124042817090785
399,399,399,399,399,399,399,399,399,399,399,399,2024-03-21,IDEA,12.85,13.05,12.75,12.8,1.556,-0.778,-0.389,1.556,0.778,0.778,21,3,2024,0.01,22,-0.02,144.9859999999993,4.123218008527367
400,400,400,400,400,400,400,400,400,400,400,400,2024-03-22,IDEA,12.8,13.6,12.75,13.3,6.25,-0.391,3.906,6.25,0.391,0.391,22,3,2024,0.01,22,-0.02,144.9659999999993,4.122393364925662
401,401,401,401,401,401,401,401,401,401,401,401,2024-03-26,IDEA,13.4,13.5,13.15,13.3,0.746,-1.866,-0.746,1.866,0.746,0.746,26,3,2024,0.01,22,-0.02,144.9459999999993,4.1215688862526765
402,402,402,402,402,402,402,402,402,402,402,402,2024-03-27,IDEA,13.3,13.6,13.25,13.3,2.256,-0.376,0.0,2.256,0.376,0.376,27,3,2024,0.01,22,-0.02,144.92599999999928,4.120744572475426
403,403,403,403,403,403,403,403,403,403,403,403,2024-03-28,IDEA,13.3,13.55,13.15,13.25,1.88,-1.128,-0.376,1.88,1.128,1.128,28,3,2024,0.01,22,-0.02,144.90599999999927,4.119920423560932
404,404,404,404,404,404,404,404,404,404,404,404,2024-04-01,IDEA,13.35,14.25,13.15,14.0,6.742,-1.498,4.869,6.742,1.498,1.498,1,4,2024,0.01,22,-0.02,144.88599999999926,4.11909643947622
405,405,405,405,405,405,405,405,405,405,405,405,2024-04-02,IDEA,13.95,14.15,13.35,13.45,1.434,-4.301,-3.584,4.301,1.434,1.434,2,4,2024,0.01,22,-0.02,144.86599999999925,4.118272620188325
406,406,406,406,406,406,406,406,406,406,406,406,2024-04-03,IDEA,13.2,14.0,13.15,13.55,6.061,-0.379,2.652,6.061,0.379,0.379,3,4,2024,0.01,22,-0.02,144.84599999999924,4.117448965664288
407,407,407,407,407,407,407,407,407,407,407,407,2024-04-04,IDEA,14.0,14.1,13.05,13.35,0.714,-6.786,-4.643,6.786,0.714,0.714,4,4,2024,0.01,22,-0.02,144.82599999999923,4.116625475871155
408,408,408,408,408,408,408,408,408,408,408,408,2024-04-05,IDEA,13.35,13.55,12.95,13.3,1.498,-2.996,-0.375,2.996,1.498,1.498,5,4,2024,0.01,22,-0.02,144.80599999999922,4.1158021507759806
409,409,409,409,409,409,409,409,409,409,409,409,2024-04-08,IDEA,13.9,13.9,12.9,13.15,0.0,-7.194,-5.396,7.194,0.0,0.0,8,4,2024,0.01,22,5.386,150.1919999999992,4.337479254616775
410,410,410,410,410,410,410,410,410,410,410,410,2024-04-09,IDEA,13.2,13.35,12.85,12.9,1.136,-2.652,-2.273,2.652,1.136,1.136,9,4,2024,0.01,22,-0.02,150.1719999999992,4.3366117587658515
411,411,411,411,411,411,411,411,411,411,411,411,2024-04-10,IDEA,12.8,13.2,12.65,12.95,3.125,-1.172,1.172,3.125,1.172,1.172,10,4,2024,0.01,22,-0.02,150.1519999999992,4.335744436414099
412,412,412,412,412,412,412,412,412,412,412,412,2024-04-12,IDEA,12.65,13.25,12.2,12.95,4.743,-3.557,2.372,4.743,3.557,3.557,12,4,2024,0.01,22,-0.02,150.13199999999918,4.334877287526816
413,413,413,413,413,413,413,413,413,413,413,413,2024-04-15,IDEA,13.0,13.4,12.75,13.15,3.077,-1.923,1.154,3.077,1.923,1.923,15,4,2024,0.01,22,-0.02,150.11199999999917,4.334010312069311
414,414,414,414,414,414,414,414,414,414,414,414,2024-04-16,IDEA,12.85,13.2,12.55,12.95,2.724,-2.335,0.778,2.724,2.335,2.335,16,4,2024,0.01,22,-0.02,150.09199999999916,4.333143510006897
415,415,415,415,415,415,415,415,415,415,415,415,2024-04-18,IDEA,13.1,13.55,13.1,13.2,3.435,0.0,0.763,3.435,0.0,0.0,18,4,2024,0.01,22,0.753,150.84499999999915,4.365772080637249
416,416,416,416,416,416,416,416,416,416,416,416,2024-04-19,IDEA,12.9,13.3,12.85,12.9,3.101,-0.388,0.0,3.101,0.388,0.388,19,4,2024,0.01,22,-0.02,150.82499999999914,4.364898926221121
417,417,417,417,417,417,417,417,417,417,417,417,2024-04-22,IDEA,12.4,13.05,12.1,12.9,5.242,-2.419,4.032,5.242,2.419,2.419,22,4,2024,0.01,22,-0.02,150.80499999999913,4.364025946435877
418,418,418,418,418,418,418,418,418,418,418,418,2024-04-23,IDEA,13.0,14.75,12.95,14.4,13.462,-0.385,10.769,13.462,0.385,0.385,23,4,2024,0.01,22,-0.02,150.78499999999912,4.36315314124659
419,419,419,419,419,419,419,419,419,419,419,419,2024-04-24,IDEA,13.75,13.95,13.0,13.1,1.455,-5.455,-4.727,5.455,1.455,1.455,24,4,2024,0.01,22,-0.02,150.7649999999991,4.362280510618341
420,420,420,420,420,420,420,420,420,420,420,420,2024-04-25,IDEA,11.8,14.4,11.8,13.9,22.034,0.0,17.797,22.034,0.0,0.0,25,4,2024,0.01,22,21.99,172.75499999999911,5.321545994903314
421,421,421,421,421,421,421,421,421,421,421,421,2024-04-26,IDEA,13.65,14.2,12.7,14.0,4.029,-6.96,2.564,6.96,4.029,4.029,26,4,2024,0.01,22,-0.02,172.7349999999991,5.320481685704333
422,422,422,422,422,422,422,422,422,422,422,422,2024-04-29,IDEA,14.0,14.3,13.4,13.45,2.143,-4.286,-3.929,4.286,2.143,2.143,29,4,2024,0.01,22,-0.02,172.7149999999991,5.319417589367193
423,423,423,423,423,423,423,423,423,423,423,423,2024-04-30,IDEA,13.5,13.55,13.15,13.2,0.37,-2.593,-2.222,2.593,0.37,0.37,30,4,2024,0.01,22,-0.02,172.69499999999908,5.3183537058493195
424,424,424,424,424,424,424,424,424,424,424,424,2024-05-02,IDEA,13.25,13.5,13.1,13.2,1.887,-1.132,-0.377,1.887,1.132,1.132,2,5,2024,0.01,22,-0.02,172.67499999999907,5.31729003510815
425,425,425,425,425,425,425,425,425,425,425,425,2024-05-03,IDEA,13.3,13.5,13.0,13.2,1.504,-2.256,-0.752,2.256,1.504,1.504,3,5,2024,0.01,22,-0.02,172.65499999999906,5.316226577101128
426,426,426,426,426,426,426,426,426,426,426,426,2024-05-06,IDEA,13.25,13.3,12.75,12.8,0.377,-3.774,-3.396,3.774,0.377,0.377,6,5,2024,0.01,22,-0.02,172.63499999999905,5.315163331785708
427,427,427,427,427,427,427,427,427,427,427,427,2024-05-07,IDEA,12.85,12.9,12.1,12.4,0.389,-5.837,-3.502,5.837,0.389,0.389,7,5,2024,0.01,22,-0.02,172.61499999999904,5.314100299119351
428,428,428,428,428,428,428,428,428,428,428,428,2024-05-08,IDEA,12.45,12.85,12.35,12.7,3.213,-0.803,2.008,3.213,0.803,0.803,8,5,2024,0.01,22,-0.02,172.59499999999903,5.313037479059528
429,429,429,429,429,429,429,429,429,429,429,429,2024-05-09,IDEA,12.75,13.0,12.6,12.65,1.961,-1.176,-0.784,1.961,1.176,1.176,9,5,2024,0.01,22,-0.02,172.57499999999902,5.311974871563716
430,430,430,430,430,430,430,430,430,430,430,430,2024-05-10,IDEA,12.7,12.8,12.45,12.7,0.787,-1.969,0.0,1.969,0.787,0.787,10,5,2024,0.01,22,-0.02,172.554999999999,5.310912476589403
431,431,431,431,431,431,431,431,431,431,431,431,2024-05-13,IDEA,12.6,12.7,12.3,12.6,0.794,-2.381,0.0,2.381,0.794,0.794,13,5,2024,0.01,22,-0.02,172.534999999999,5.309850294094085
432,432,432,432,432,432,432,432,432,432,432,432,2024-05-14,IDEA,12.7,13.3,12.65,13.25,4.724,-0.394,4.331,4.724,0.394,0.394,14,5,2024,0.01,22,-0.02,172.514999999999,5.308788324035266
433,433,433,433,433,433,433,433,433,433,433,433,2024-05-15,IDEA,13.35,13.4,13.1,13.2,0.375,-1.873,-1.124,1.873,0.375,0.375,15,5,2024,0.01,22,-0.02,172.49499999999898,5.307726566370459
434,434,434,434,434,434,434,434,434,434,434,434,2024-05-16,IDEA,13.25,13.4,12.95,13.15,1.132,-2.264,-0.755,2.264,1.132,1.132,16,5,2024,0.01,22,-0.02,172.47499999999897,5.306665021057185
435,435,435,435,435,435,435,435,435,435,435,435,2024-05-17,IDEA,13.15,13.65,13.05,13.25,3.802,-0.76,0.76,3.802,0.76,0.76,17,5,2024,0.01,22,-0.02,172.45499999999896,5.305603688052973
436,436,436,436,436,436,436,436,436,436,436,436,2024-05-18,IDEA,13.35,13.4,13.2,13.3,0.375,-1.124,-0.375,1.124,0.375,0.375,18,5,2024,0.01,22,-0.02,172.43499999999895,5.304542567315363
437,437,437,437,437,437,437,437,437,437,437,437,2024-05-21,IDEA,13.55,13.75,13.35,13.55,1.476,-1.476,0.0,1.476,1.476,1.476,21,5,2024,0.01,22,-0.02,172.41499999999894,5.303481658801901
438,438,438,438,438,438,438,438,438,438,438,438,2024-05-22,IDEA,13.65,13.8,13.45,13.5,1.099,-1.465,-1.099,1.465,1.099,1.099,22,5,2024,0.01,22,-0.02,172.39499999999893,5.302420962470141
439,439,439,439,439,439,439,439,439,439,439,439,2024-05-23,IDEA,13.5,14.1,13.45,14.05,4.444,-0.37,4.074,4.444,0.37,0.37,23,5,2024,0.01,22,-0.02,172.37499999999892,5.301360478277647
440,440,440,440,440,440,440,440,440,440,440,440,2024-05-24,IDEA,14.25,15.7,14.2,15.1,10.175,-0.351,5.965,10.175,0.351,0.351,24,5,2024,0.01,22,-0.02,172.3549999999989,5.3003002061819915
441,441,441,441,441,441,441,441,441,441,441,441,2024-05-27,IDEA,15.2,15.45,14.9,15.05,1.645,-1.974,-0.987,1.974,1.645,1.645,27,5,2024,0.01,22,-0.02,172.3349999999989,5.299240146140755
442,442,442,442,442,442,442,442,442,442,442,442,2024-05-28,IDEA,15.05,15.1,14.5,14.55,0.332,-3.654,-3.322,3.654,0.332,0.332,28,5,2024,0.01,22,-0.02,172.3149999999989,5.298180298111527
443,443,443,443,443,443,443,443,443,443,443,443,2024-05-29,IDEA,14.45,14.9,14.4,14.8,3.114,-0.346,2.422,3.114,0.346,0.346,29,5,2024,0.01,22,-0.02,172.29499999999888,5.2971206620519045
444,444,444,444,444,444,444,444,444,444,444,444,2024-05-30,IDEA,14.85,15.05,14.5,14.6,1.347,-2.357,-1.684,2.357,1.347,1.347,30,5,2024,0.01,22,-0.02,172.27499999999887,5.296061237919494
445,445,445,445,445,445,445,445,445,445,445,445,2024-05-31,IDEA,14.75,15.45,14.65,15.25,4.746,-0.678,3.39,4.746,0.678,0.678,31,5,2024,0.01,22,-0.02,172.25499999999886,5.29500202567191
446,446,446,446,446,446,446,446,446,446,446,446,2024-06-03,IDEA,16.4,16.4,15.65,16.0,0.0,-4.573,-2.439,4.573,0.0,0.0,3,6,2024,0.01,22,2.4290000000000003,174.68399999999886,5.42361762487548
447,447,447,447,447,447,447,447,447,447,447,447,2024-06-04,IDEA,15.7,15.7,12.05,13.2,0.0,-23.248,-15.924,23.248,0.0,0.0,4,6,2024,0.01,22,21.99,196.67399999999887,6.6162711405855985
448,448,448,448,448,448,448,448,448,448,448,448,2024-06-05,IDEA,13.65,15.05,13.3,14.85,10.256,-2.564,8.791,10.256,2.564,2.564,5,6,2024,0.01,22,-0.02,196.65399999999886,6.6149478863574815
449,449,449,449,449,449,449,449,449,449,449,449,2024-06-06,IDEA,15.15,15.4,14.85,15.0,1.65,-1.98,-0.99,1.98,1.65,1.65,6,6,2024,0.01,22,-0.02,196.63399999999885,6.61362489678021
450,450,450,450,450,450,450,450,450,450,450,450,2024-06-07,IDEA,15.05,16.05,14.9,15.85,6.645,-0.997,5.316,6.645,0.997,0.997,7,6,2024,0.01,22,-0.02,196.61399999999884,6.612302171800854
451,451,451,451,451,451,451,451,451,451,451,451,2024-06-10,IDEA,15.96,16.35,15.76,15.81,2.444,-1.253,-0.94,2.444,1.253,1.253,10,6,2024,0.01,22,-0.02,196.59399999999883,6.610979711366494
452,452,452,452,452,452,452,452,452,452,452,452,2024-06-11,IDEA,15.95,16.32,15.61,16.19,2.32,-2.132,1.505,2.32,2.132,2.132,11,6,2024,0.01,22,-0.02,196.57399999999882,6.609657515424221
453,453,453,453,453,453,453,453,453,453,453,453,2024-06-12,IDEA,16.3,16.7,16.24,16.43,2.454,-0.368,0.798,2.454,0.368,0.368,12,6,2024,0.01,22,-0.02,196.5539999999988,6.608335583921137
454,454,454,454,454,454,454,454,454,454,454,454,2024-06-13,IDEA,16.73,16.74,16.0,16.07,0.06,-4.363,-3.945,4.363,0.06,0.06,13,6,2024,0.01,22,-0.02,196.5339999999988,6.607013916804353
455,455,455,455,455,455,455,455,455,455,455,455,2024-06-14,IDEA,16.3,16.85,16.06,16.73,3.374,-1.472,2.638,3.374,1.472,1.472,14,6,2024,0.01,22,-0.02,196.5139999999988,6.605692514020992
456,456,456,456,456,456,456,456,456,456,456,456,2024-06-18,IDEA,16.99,17.03,16.48,16.85,0.235,-3.002,-0.824,3.002,0.235,0.235,18,6,2024,0.01,22,-0.02,196.49399999999878,6.6043713755181885
457,457,457,457,457,457,457,457,457,457,457,457,2024-06-19,IDEA,17.0,17.39,16.36,16.92,2.294,-3.765,-0.471,3.765,2.294,2.294,19,6,2024,0.01,22,-0.02,196.47399999999877,6.603050501243085
458,458,458,458,458,458,458,458,458,458,458,458,2024-06-20,IDEA,16.97,16.97,16.45,16.53,0.0,-3.064,-2.593,3.064,0.0,0.0,20,6,2024,0.01,22,2.583,199.05699999999877,6.773607295690194
459,459,459,459,459,459,459,459,459,459,459,459,2024-06-21,IDEA,16.61,17.28,16.54,17.14,4.034,-0.421,3.191,4.034,0.421,0.421,21,6,2024,0.01,22,-0.02,199.03699999999876,6.772252574231056
460,460,460,460,460,460,460,460,460,460,460,460,2024-06-24,IDEA,16.99,17.34,16.86,17.26,2.06,-0.765,1.589,2.06,0.765,0.765,24,6,2024,0.01,22,-0.02,199.01699999999875,6.7708981237162105
461,461,461,461,461,461,461,461,461,461,461,461,2024-06-25,IDEA,17.45,17.5,17.15,17.19,0.287,-1.719,-1.49,1.719,0.287,0.287,25,6,2024,0.01,22,-0.02,198.99699999999874,6.769543944091468
462,462,462,462,462,462,462,462,462,462,462,462,2024-06-26,IDEA,17.24,18.47,17.22,18.02,7.135,-0.116,4.524,7.135,0.116,0.116,26,6,2024,0.01,22,-0.02,198.97699999999872,6.768190035302649
